고객 이름,Membership Type,시도,시군구,상세주소(도로명주소).1.1,전화,제품,ref,제조번호,설치일자,AX 코드,S.Territory
주식회사 세라믹덴탈솔루션,,전북특별자치도,전주시,완산구 서원로 220,010-6602-2004,inLab MC X5,6468560,106909(407090),2023-02-23,113036,WEST
알비(RB)덴탈,,서울특별시,구로구,디지털로30길 31,02- 6925-3753,inLab MC X5,6468560,104687(404687),2019-08-30,113007,WEST
주식회사 프라이덴덴탈랩,,대전광역시,중구,대흥로 144,042 -252-2845,inLab MC X5,6468560,106788,2023-01-27,110886,WEST
송도트리플치과의원,,인천광역시,연수구,송도과학로16번길 33-3,032-282-7528,inLab MC X5,6468560,106493,2022-10-13,112880,WEST
바이탈치과기공소_대구 북구,,대구광역시,북구,공항로 8,010-6789-2367,inLab MC X5,6468560,106491,2022-09-30,112870,EAST
웰덴탈랩치과기공소,,대구광역시,수성구,들안로 150 ,053-423-6566,inLab MC X5,6468560,106490,2022-09-27,112833,EAST
에스티엘(STL),,서울특별시,구로구,디지털로30길 28,010-3640-5523,inLab MC X5,6468560,401268,2015-04-29,112808,WEST
선치과기공소,,경기도,용인시,기흥구 용구대로 2394번길 26 203,031-274-2181,inLab MC X5,6468560,106489,2022-08-26,107801,EAST
덴트리온,,인천광역시,부평구,갈산동 94 ,032-541-5703,inLab MC X5,6468560,106926(407104),2023-06-15,113110,WEST
솔치과기공소-안양,,경기도,안양시,동안구 흥안대로516 ,031-421-8828,inLab MC X5,6468560,106927,2023-07-27,101312,WEST
미치과기공소_경북 구미,,경상북도,구미시,산호대로 191-4,010-7722-8491,inLab MC X5,6468560,107126(407305),2023-10-06,111969,EAST
다른치과 (DARN Dental Clinic),,서울특별시,강남구,강남대로 652,02-3446-2080,inLab MC X5,6468560,106963(407137),2023-09-27,113349,EAST
신테크치과기공소_서울 성북,,서울특별시,성북구,정릉로 402-9,02-922-2876,inLab MC X5,6468560,106962(407139),2023-09-22,102340,EAST
서울좋은치과기공소,,충청북도,청주시,흥덕구 대신로 132,043-263-7528,inLab MC X5,6468560,103423 /403426,2017-11-20,111775,WEST
이클린치과의원_경기 안산,,경기도,안산시,단원구 와동 111-6 3층,031-403-2836,inLab MC X5,6468560,106948(407135),2023-08-22,113415,WEST
Carius Dental Clinic Camp Humphreys(평택미군부대),,경기도,평택시,USAG Humphreys,,inLab MC X5,6468560,107085/407263,2023-12-07,,WEST
서울웅천치과,,전라남도,여수시,웅천로 108,061-810-3031,inLab MC X5,6468560,107158(407334),2023-11-27,107512,WEST
K&S치과기공소-양천,,서울특별시,양천구,오목로 185 ,02-2695-7517,inLab MC X5,6468560,107127(407306),2023-11-20,101958,WEST
모델리스 치과기공소,,경기도,안양시,만안구 안양로303번길 8,010-8602-8255,inLab MC X5,6468560,107160(407333),2024-03-28,113857,WEST
순천스마트치과,,전라남도,순천시,신월큰길7,061-753-2828,inLab MC X5,6468560,107159(407366),2024-03-25,113083,WEST
미소사랑치과의원,,경상남도,창원시,팔용동 103-2사화빌딩401호,055-299-2820,inLab MC X5,6468560,102292 / 402286,2016-04-21,105537,EAST
서울에스엠치과기공소,,서울특별시,동대문구,망우로 93,02-6084-8275,inLab MC X5,6468560,401653/101648,2016-01-18,108522,EAST
늘푸른치과의원,,경상남도,창원시,성산구 상남동  2-8번지 2층,055-266-2000,inLab MC X5,6468560,102091/402089,2016-02-25,103857,EAST
고려대학교의료원,,서울특별시,성북구,고려대로 73,1577-0083,inLab MC X5,6468560,402197 /102199,2016-02-16,103525,EAST
예인치과의원_경남 창원,,경상남도,창원시,의창구 원이대로 581,055-273-7528,inLab MC X5,6468560,102064/402063,2016-01-29,111915,EAST
미소보미치과기공소,,서울특별시,동작구,사당로13길 13,010-8967-5156,inLab MC X5,6468560,107160(407348),2024-04-15,113885,WEST
박치과의원,,경상남도,의령군,의령읍 충익로 23-2,055-573-5695,inLab MC X5,6468560,403105,2017-07-19,107134,EAST
Carius Dental Clinic Camp Humphreys(평택미군부대),,경기도,평택시,USAG Humphreys,,inLab MC X5,6468560,103045/403051,2017-06-29,,WEST
Carius Dental Clinic Camp Humphreys(평택미군부대),,경기도,평택시,USAG Humphreys,,inLab MC X5,6468560,102979/402975,2017-04-07,,WEST
옥스치과의원,,서울특별시,강남구,테헤란로 105 A타워 7층,02-555-6633,inLab MC X5,6468560,103061,2017-06-30,109157,EAST
한미르덴탈랩,,서울특별시,도봉구,방학로 130,02-954-4242,inLab MC X5,6468560,103062(장비:403077),2017-06-27,108124,EAST
꿈을이루는수치과,,충청남도,아산시,배방읍 고속철대로 147 우성메디피아 4층,041-556-2282,inLab MC X5,6468560,103060,2017-06-22,109073,WEST
연세CS치과의원,,경기도,성남시,분당구 대왕판교로 606번길 58,031-625-7582,inLab MC X5,6468560,103063,2017-05-31,106075,EAST
행복한치과,,경기도,연천군,전곡읍  305-27번지 전곡한의원 2층,031-835-7528,inLab MC X5,6468560,402193/102198,2017-05-12,103090,EAST
(주)트윈스마일홀딩스,,대전광역시,중구,대종로 645,042-251-5157,inLab MC X5,6468560,101263/401270,2015-03-06,108770,WEST
사과나무치과의원,,경기도,부천시,역곡로 8,032-343-2871,inLab MC X5,6468560,403039,2017-04-27,109093,WEST
서울함께웃는치과,,인천광역시,미추홀구,주안동 939-30.38.39,032-435-2275,inLab MC X5,6468560,103035,2017-04-27,108595,WEST
정치과의원,,충청남도,홍성군,광천읍 홍남로 670,041-641-3699,inLab MC X5,6468560,403120/103111,2017-09-15,108418,WEST
본수치과의원,,강원특별자치도,춘천시,후석로 328,033-252-7525,inLab MC X5,6468560,103034 /403043,2017-04-20,110477,EAST
투데이 치과 기공소,,강원특별자치도,원주시,모래내길 11-4,070-4109-2804,inLab MC X5,6468560,402289 / 102294,2016-04-05,108161,EAST
의료법인 금강의료재단_(구.고치과.고운치과)_경남 창원,,경상남도,창원시,의창구 용호동 73-43,055-285-0987,inLab MC X5,6468560,102692402712,2017-03-07,104104,EAST
연세휴치과,,서울특별시,성북구,종암로 122,02-927-2119,inLab MC X5,6468560,402704/102693,2017-02-23,108191,EAST
이스터치과의원,,서울특별시,성북구,종암동  132번지 종암우림상가 205호,02-942-7528,inLab MC X5,6468560,102671,2016-12-22,109826,EAST
손창원치과,,충청남도,당진시,당진읍 읍내리 224-4 진원스타타워4층,041-354-3388,inLab MC X5,6468560,402380 / 102365,2016-12-20,105179,WEST
연세우일치과병원,,충청남도,천안시,서북구 서부대로 350,041-579-8787,inLab MC X5,6468560,40237? / 102366,2016-08-30,103684,WEST
센텀국제치과의원,,부산광역시,해운대구,우동 1505,051-720-8020,inLab MC X5,6468560,401563,2016-05-31,102875,EAST
대구예스타치과의원,,대구광역시,중구,중앙대로 366,053-719-3346,inLab MC X5,6468560,102295 / 402292,2016-03-17,110584,EAST
인하대학교의과대학부속병원 (인하대병원),,인천광역시,중구,인항로 27,032-890-2472032-890-2114,inLab MC X5,6468560,402283,2016-04-04,104954,WEST
연세화이트치과의원,,서울특별시,강서구,양천로 401,02-6958-7577,inLab MC X5,6468560,104449,2019-04-05,108530,WEST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,inLab MC X5,6468560,104288/404292,2019-03-27,104205,EAST
완도치과의원,,전라남도,완도군,완도읍 장보고대로 170,061-555-0028,inLab MC X5,6468560,103944,2018-12-31,109577,WEST
미래로치과의원_부산 사하구,,부산광역시,사하구,낙동대로 203 ,051-292-3097,inLab MC X5,6468560,102389,2018-09-19,109452,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,inLab MC X5,6468560,103877/403890,2018-06-26,104205,EAST
스마트기공소_경북 구미시,,경상북도,구미시,봉곡남로 179,010-4106-2804,inLab MC X5,6468560,103749,2018-06-20,112412,EAST
김동백치과의원,,서울특별시,강남구,삼성2동  141-19번지 오성빌딩 2층,02-508-2212,inLab MC X5,6468560,103748,2018-05-30,100418,EAST
디지털치과기공센터_울산 남구,,울산광역시,남구,화합로 203,052-710-5024,inLab MC X5,6468560,101565 / 401573,2015-09-25,111251,EAST
화인치과병원_경남 창원,,경상남도,창원시,성산구 중앙대로 99,055-285-0100,inLab MC X5,6468560,103717,2018-04-26,109019,EAST
당산원치과의원,,서울특별시,영등포구,당산로 231,02-6264-7575,inLab MC X5,6468560,103943,2019-02-14,110927,WEST
아름다운치과의원_경북 포항,,경상북도,포항시,북구 중흥로 209 ,054-283-2876,inLab MC X5,6468560,104286(제조번호 확인필요),2019-01-29,108989,EAST
효사랑치과,,경기도,안양시,만안구 병목안로 20,031-360-4311,inLab MC X5,6468560,104234,2019-01-28,110958,WEST
연세우리치과,,경기도,성남시,분당구 황새울로 325,031-707-2852,inLab MC X5,6468560,103718.40373,2018-03-30,108480,EAST
리더스치과의원,,강원특별자치도,원주시,봉화로65,033-742-2025,inLab MC X5,6468560,103526.403538.56412,2018-02-23,108208,EAST
중앙허브치과,,충청남도,서산시,고운로 214,041-668-2875,inLab MC X5,6468560,103527,2018-01-17,110400,WEST
2080치과의원,,인천광역시,계양구,효성동 123-73 태산상가 401,032-545-7242,inLab MC X5,6468560,103471.403496,2018-01-04,110246,WEST
서울로터스치과,,경기도,용인시,수지구 풍덕천로 111 ,031-898-2877,inLab MC X5,6468560,104050,2018-11-28,108834,EAST
탑클래스치과의원,,전북특별자치도,전주시,덕진구 세병남로 39 4층 1,063-254-3000,inLab MC X5,6468560,102388/402387,2016-12-16,110580,WEST
UDC치과의원,,경상북도,구미시,인동가산로 23,054-474-2275,inLab MC X5,6468560,103945.403965,2018-11-14,105561,EAST
강남365치과의원,,인천광역시,연수구,송도국제대로 157,032-817-3650,inLab MC X5,6468560,102939 /403140,2018-08-31,110247,WEST
리치치과의원_부산 해운대구,,부산광역시,해운대구,구남로 27,051-741-8833,inLab MC X5,6468560,103898.403944,2018-08-28,107185,EAST
치과의정석 치과의원,,강원특별자치도,원주시,능라동길 59,033-731-2882,inLab MC X5,6468560,101266 / 401273,2015-05-29,107811,EAST
사랑으로치과의원,,경기도,의정부시,호원2동  426번지 회룡프라자4층,031-876-2870,inLab MC X5,6468560,103422,2017-10-19,102806,EAST
세렉밀링센터치과기공소,,서울특별시,동대문구,고산자로 481-1,02-2243-2870,inLab MC X5,6468560,103113/403140,2017-09-29,110487,WEST
예미담치과(아산),,충청남도,아산시,배방읍 북수로 128,041-548-8228,inLab MC X5,6468560,103112,2017-09-28,106924,WEST
디지털타임치과의원_인천 중구,,인천광역시,중구,우현로 93-1,032-777-7579,inLab MC X5,6468560,104287,2019-12-30,108015,WEST
강서탑치과,,서울특별시,강서구,강서로 392-11,02-3662-2870,inLab MC X5,6468560,104948,2019-12-27,106483,WEST
행복치과,,경기도,이천시,부발읍 무촌로 125,031-631-2726,inLab MC X5,6468560,104448,2019-12-27,111022,EAST
예림치과기공소_부산 연제구,,부산광역시,연제구,거제대로214번길 33,051-462-2805,inLab MC X5,6468560,104947,2019-12-12,107909,EAST
순천향구강악안면외과치과의원,,경상북도,칠곡군,북삼읍 금오대로 243,054-974-2875,inLab MC X5,6468560,104945,2019-11-22,111316,EAST
서울유엔치과의원,,서울특별시,용산구,한남대로 76,02-797-2879,inLab MC X5,6468560,104726,2019-11-04,104061,WEST
연세뉴욕치과_부산 해운대구,,부산광역시,해운대구,센텀남대로 50,051-741-5955,inLab MC X5,6468560,104725,2019-10-31,108783,EAST
박홍락치과의원,,울산광역시,동구,서부동  181-20번지,052-233-3689,inLab MC X5,6468560,104724,2019-10-29,109736,EAST
이사랑치과_서울 마포구,,서울특별시,마포구,백범로 205 펜트라우스 105동 1층,02-701-2199,inLab MC X5,6468560,104549/404549,2019-06-27,111156,WEST
투엘치과기공소,,서울특별시,마포구,잔다리로 103,02-336-2804,inLab MC X5,6468560,104532,2019-06-17,101198,WEST
미소준치과기공소,,울산광역시,남구,남구 화합로 134번길 3 2층,,inLab MC X5,6468560,401201 / 101209,2015-01-30,111556,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,inLab MC X5,6468560,402291,2018-09-21,111559,EAST
원데이수치과의원,,충청남도,아산시,번영로 118,041-584-7582,inLab MC X5,6468560,105071,2020-03-27,111488,WEST
서울안심치과의원,,서울특별시,서대문구,수색로 40,02-304-2828,inLab MC X5,6468560,104688,2019-09-26,111258,WEST
솔루션치과기공소,,경기도,시흥시,중심상가로 178,,inLab MC X5,6468560,104531/404539,2019-05-17,111110,WEST
메이연세치과,,서울특별시,송파구,문정로 83 문정래미안 상가 207호,02-401-0275,inLab MC X5,6468560,104479,2019-04-30,102424,EAST
하얀치과기공소,,경상남도,진주시,대신로 371,055-758-2826,inLab MC X5,6468560,104478,2019-04-17,111072,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,inLab MC X5,6468560,104686/404693,2019-08-28,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,inLab MC X5,6468560,104550/404552,2019-08-28,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,inLab MC X5,6468560,105292/405487,2020-11-19,104205,EAST
새이치과기공소,,전북특별자치도,전주시,완산구 아중로 67,063-244-2842,inLab MC X5,6468560,105748,2021-08-30,102375,WEST
(주)이마스타덴탈허브,,서울특별시,성동구,아차산로5길 24-40 ,02-477-2891,inLab MC X5,6468560,105268,2020-09-09,111708,EAST
아해바덴탈랩,,대전광역시,중구,대종로 159,042-341-2875,inLab MC X5,6468560,105267,2020-08-18,112028,WEST
미플란트치과의원,,대전광역시,동구,계족로 174,042-822-2275,inLab MC X5,6468560,105223,2020-07-30,108146,WEST
하이텍치과기공소,,대전광역시,동구,중앙로 203번길 90,010-6491-5310,inLab MC X5,6468560,105168,2020-07-28,111663,WEST
초림G7치과의원,,경기도,성남시,분당구 수내로46번길 11,031-712-1002,inLab MC X5,6468560,105169,2020-07-15,104265,EAST
(주) 위드덴탈랩,,서울특별시,광진구,아차산로30길 39,02-497-4563,inLab MC X5,6468560,105087/405284,2020-06-26,104775,EAST
우리좋은치과,,경기도,안양시,동안구 시민대로 175,031-383-5552,inLab MC X5,6468560,105086,2020-05-21,111586,WEST
더뉴치과의원,,서울특별시,강남구,강남대로 432,02-6204-2879,inLab MC X5,6468560,101165,2020-01-31,111430,EAST
스카이치과,,강원특별자치도,원주시,원일로 57,033-761-2842,inLab MC X5,6468560,101210 / 401209,2015-01-30,108986,EAST
파트너스치과기공소,,대전광역시,서구,갈마로147번길 62,042-632-2239,inLab MC X5,6468560,105922,2021-09-28,104429,WEST
512(오일이)치과기공소,,서울특별시,서초구,방배로 118,,inLab MC X5,6468560,105601,2021-07-22,114565,EAST
하얀치과_충남 예산군,,충청남도,예산군,예산읍 발연리 85-4 GM빌딩4층,041-334-2727,inLab MC X5,6468560,105069,2021-07-15,112153,WEST
덴탈맑음치과기공소,,서울특별시,동대문구,장한로9길 8,02-2246-2204,inLab MC X5,6468560,105600,2021-06-29,111213,EAST
비타민치과의원_서울  노원구,,서울특별시,노원구,한글비석로 263,02-938-7132,inLab MC X5,6468560,105294,2021-06-21,103776,EAST
하늘치과기공소-경기,,경기도,고양시,일산동구 고봉로 278번길 11,031-975-1415,inLab MC X5,6468560,105070,2021-06-03,106187,WEST
미치과기공소_경북 구미,,경상북도,구미시,산호대로 191-4,010-7722-8491,inLab MC X5,6468560,105293,2021-03-18,111969,EAST
좋은솜씨 오케이치과,,경기도,수원시,장안구 경수대로 971,031-252-2804,inLab MC X5,6468560,107403,2024-05-29,102045,WEST
해바라기치과,,부산광역시,남구,문현3동  374-1번지 이안상가 B 1층 04-06호,051-642-2804,inLab MC X5,6468560,401099 / 101164,2015-09-22,105511,EAST
삼송서울치과_경기 고양시,,경기도,고양시,덕양구 권율대로 672,031-969-2835,inLab MC X5,6468560,401571/39348,2015-09-22,109301,WEST
은혜치과_경기 의정부시,,경기도,의정부시,태평로90번길 3,031-842-2442,inLab MC X5,6468560,101551/401541,2015-09-14,108920,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,inLab MC X5,6468560,401559/101552,2015-09-09,104205,EAST
한국치과병원,,경기도,안산시,단원구 광덕서로 86,031-506-3651,inLab MC X5,6468560,101649/401651,2015-10-14,108609,WEST
하단부부치과,,부산광역시,사하구,낙동남로 1417,051-201-2275,inLab MC X5,6468560,101650/401648,2015-09-30,108611,EAST
라온아트센터,,경상남도,양산시,중부동 692-5번지 에이스프라자 3층,055-372-2872,inLab MC X5,6468560,401236(101240),2015-06-29,108690,EAST
